Latitude,Longitude,Type,Date,Part of a policing operation,Policing operation,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
52.412734,-1.788149,Person search,2018-03-26T15:16:00+00:00,,,,Oct-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.412734,-1.788149,Person search,2018-03-26T15:20:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.49793,-2.124337,Person and Vehicle search,2018-03-26T17:30:00+00:00,,,,25-34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Article found - Detailed outcome unavailable,,FALSE
52.502849,-1.832442,Person and Vehicle search,2018-03-26T17:30:00+00:00,,,,25-34,Asian/Asian British - Indian,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.420354,-1.830387,Person search,2018-03-26T18:31:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.471277,-2.130842,Person search,2018-03-26T19:17:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.472683,-2.127976,Person and Vehicle search,2018-03-26T19:18:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.490956,-2.11389,Person search,2018-03-26T21:04:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Firearms Act 1968 (section 47),Firearms,Suspect arrested,TRUE,FALSE
52.479343,-1.898111,Person search,2018-03-26T22:00:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,FALSE,
52.569846,-2.170603,Person search,2018-03-26T22:57:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.479273,-1.899834,Person search,2018-03-26T23:30:00+00:00,,,,18-24,Asian/Asian British - Indian,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.479273,-1.899834,Vehicle search,2018-03-26T23:30:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,
52.480611,-1.898815,Person search,2018-03-26T23:31:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.475772,-2.066473,Person search,2018-03-27T02:34:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.47758,-2.06468,Person search,2018-03-27T02:34:00+00:00,,,,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.631667,-1.921413,Person and Vehicle search,2018-03-27T05:08:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.566544,-1.991946,Vehicle search,2018-03-27T06:28:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
52.481215,-1.890126,Person search,2018-03-27T08:44:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.481215,-1.890126,Person search,2018-03-27T08:44:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,TRUE
52.404528,-1.507716,Vehicle search,2018-03-27T09:05:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,
52.404528,-1.507716,Person search,2018-03-27T09:05:00+00:00,,,,,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.404528,-1.507716,Person search,2018-03-27T09:05:00+00:00,,,,,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.526178,-1.8385,Person search,2018-03-27T09:13:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.441587,-1.835896,Person search,2018-03-27T09:15:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.526178,-1.8385,Vehicle search,2018-03-27T09:16:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.481371,-1.893689,Person search,2018-03-27T09:29:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.480049,-1.89328,Person search,2018-03-27T09:35:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.502959,-1.809695,Vehicle search,2018-03-27T10:07:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.502959,-1.809695,Vehicle search,2018-03-27T10:07:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.502959,-1.809695,Vehicle search,2018-03-27T10:07:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.503731,-1.809103,Vehicle search,2018-03-27T10:10:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.503731,-1.809103,Vehicle search,2018-03-27T10:10:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.524576,-1.858963,Person search,2018-03-27T10:48:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.524576,-1.858963,Person search,2018-03-27T10:48:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.524576,-1.858963,Vehicle search,2018-03-27T10:55:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,FALSE,
52.441587,-1.835896,Person search,2018-03-27T12:57:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.407581,-1.502434,Person search,2018-03-27T15:39:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.598433,-2.099937,Person search,2018-03-27T15:58:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,
52.509006,-1.859234,Person search,2018-03-27T17:45:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.506316,-1.865091,Person search,2018-03-27T17:47:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.506771,-1.861893,Person search,2018-03-27T17:53:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.503003,-1.91955,Person search,2018-03-27T17:55:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.506771,-1.861893,Person search,2018-03-27T17:55:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.506771,-1.861893,Person search,2018-03-27T17:59:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.429305,-1.95682,Person search,2018-03-27T20:38:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.58499,-2.14656,Person search,2018-03-27T21:55:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,FALSE,FALSE
52.491202,-1.855358,Person and Vehicle search,2018-03-27T22:40:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.559931,-1.817297,Person search,2018-03-27T22:47:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.390329,-1.973462,Person search,2018-03-27T23:20:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.388335,-1.982279,Person search,2018-03-27T23:22:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.388335,-1.982279,Vehicle search,2018-03-27T23:22:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.483926,-2.122943,Person search,2018-03-27T23:30:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.469279,-2.025732,Person search,2018-03-27T23:30:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.469279,-2.025732,Vehicle search,2018-03-27T23:30:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.469279,-2.025732,Person search,2018-03-27T23:30:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.575012,-2.013193,Vehicle search,2018-03-27T23:54:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.502778,-1.984341,Person search,2018-03-28T00:40:00+00:00,,,,18-24,Asian/Asian British - Indian,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.584254,-2.145318,Person and Vehicle search,2018-03-28T00:56:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.584254,-2.145318,Person and Vehicle search,2018-03-28T00:56:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.551559,-1.935965,Person search,2018-03-28T02:20:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.496628,-1.852571,Person and Vehicle search,2018-03-28T02:28:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.496628,-1.852571,Person search,2018-03-28T02:28:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.480049,-1.89328,Person search,2018-03-28T10:32:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.480049,-1.89328,Person search,2018-03-28T10:32:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.523497,-1.84442,Person search,2018-03-28T10:44:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.523497,-1.84442,Person search,2018-03-28T10:45:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.51901,-1.850507,Person search,2018-03-28T10:52:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.521681,-1.844205,Person search,2018-03-28T10:55:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.52198,-1.839031,Person and Vehicle search,2018-03-28T11:30:00+00:00,,,,25-34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.526178,-1.8385,Person search,2018-03-28T11:30:00+00:00,,,,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.526225,-1.853976,Person search,2018-03-28T11:37:00+00:00,,,,,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.476132,-1.885707,Person and Vehicle search,2018-03-28T12:00:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.476614,-1.892331,Person search,2018-03-28T12:00:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.528055,-1.844212,Person search,2018-03-28T12:10:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.528055,-1.844212,Person search,2018-03-28T12:10:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.526538,-2.012117,Person search,2018-03-28T12:34:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.526538,-2.012117,Person search,2018-03-28T12:40:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.410121,-1.452657,Person search,2018-03-28T13:00:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.50407,-1.914952,Person search,2018-03-28T14:56:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.50407,-1.914952,Vehicle search,2018-03-28T15:01:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.50407,-1.914952,Person search,2018-03-28T15:01:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.593994,-2.142177,Person search,2018-03-28T15:31:00+00:00,,,,,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.471933,-1.895758,Vehicle search,2018-03-28T15:40:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Local resolution,FALSE,
52.497777,-1.903092,Person search,2018-03-28T15:52:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.585322,-2.139418,Person search,2018-03-28T16:46:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.479689,-2.096531,Person search,2018-03-28T17:11:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.519742,-1.989994,Person search,2018-03-28T17:37:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.518799,-1.994283,Person search,2018-03-28T17:44:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.530805,-1.873375,Vehicle search,2018-03-28T18:00:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.481162,-1.891231,Person search,2018-03-28T18:48:00+00:00,,,,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.484429,-2.018717,Person search,2018-03-28T19:00:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.508826,-1.883206,Person search,2018-03-28T19:17:00+00:00,,,,,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.506316,-1.865091,Person and Vehicle search,2018-03-28T19:29:00+00:00,,,,25-34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.614822,-2.059728,Person search,2018-03-28T20:28:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.614822,-2.059728,Person search,2018-03-28T20:28:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender cautioned,TRUE,FALSE
52.614822,-2.059728,Person search,2018-03-28T20:28:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.494114,-1.822253,Person and Vehicle search,2018-03-28T20:37:00+00:00,,,,18-24,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.406589,-1.5536,Person search,2018-03-28T20:51:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.406589,-1.5536,Person search,2018-03-28T20:51:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.406589,-1.5536,Vehicle search,2018-03-28T20:51:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.406589,-1.5536,Person search,2018-03-28T20:51:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.495489,-1.937136,Person search,2018-03-28T21:17:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.47813,-1.898659,Person search,2018-03-28T21:17:00+00:00,,,,Oct-17,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.495489,-1.937136,Person search,2018-03-28T21:20:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.495489,-1.937136,Person search,2018-03-28T21:23:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.476951,-1.897425,Person search,2018-03-28T21:24:00+00:00,,,,18-24,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.477535,-1.896319,Person search,2018-03-28T21:27:00+00:00,,,,Oct-17,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.453639,-1.876671,Person and Vehicle search,2018-03-28T21:57:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.510162,-1.889347,Person and Vehicle search,2018-03-28T21:59:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.413846,-1.943882,Person search,2018-03-28T22:21:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.413846,-1.943882,Vehicle search,2018-03-28T22:21:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.471659,-2.035464,Person and Vehicle search,2018-03-28T22:51:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.471659,-2.035464,Person search,2018-03-28T22:56:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.440464,-1.857054,Person search,2018-03-29T01:14:00+00:00,,,,18-24,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,TRUE,
52.453182,-1.788823,Person search,2018-03-29T01:23:00+00:00,,,,25-34,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,TRUE,FALSE
52.514673,-1.878284,Person and Vehicle search,2018-03-29T04:12:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,TRUE,FALSE
52.514673,-1.878284,Person and Vehicle search,2018-03-29T05:02:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.482067,-1.897796,Person search,2018-03-29T09:02:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.480169,-1.896092,Person search,2018-03-29T09:09:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.480169,-1.896092,Person search,2018-03-29T09:15:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.429764,-1.495095,Person search,2018-03-29T09:24:00+00:00,,,,18-24,White - Any other White background,,Customs and Excise Management Act 1979 (section 163),Evidence of offences under the Act,Nothing found - no further action,,FALSE
52.426737,-1.502012,Person search,2018-03-29T09:26:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Customs and Excise Management Act 1979 (section 163),Goods on which duty has not been paid etc.,Nothing found - no further action,,FALSE
52.424722,-1.503814,Person search,2018-03-29T09:28:00+00:00,,,,18-24,White - Any other White background,,Customs and Excise Management Act 1979 (section 163),Evidence of offences under the Act,Nothing found - no further action,,FALSE
52.482908,-1.893568,Person search,2018-03-29T10:06:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,TRUE,FALSE
52.534042,-2.029515,Person search,2018-03-29T10:14:00+00:00,,,,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,FALSE
52.527191,-2.03094,Person search,2018-03-29T10:24:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.527191,-2.03094,Person search,2018-03-29T10:24:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.413495,-1.497912,Person search,2018-03-29T10:44:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.413346,-1.500884,Person search,2018-03-29T10:56:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,TRUE
52.41316,-1.482729,Person search,2018-03-29T11:17:00+00:00,,,,18-24,White - Any other White background,,Customs and Excise Management Act 1979 (section 163),Evidence of offences under the Act,Nothing found - no further action,,FALSE
52.414986,-1.485016,Person search,2018-03-29T11:18:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Asian,,Customs and Excise Management Act 1979 (section 163),Goods on which duty has not been paid etc.,Nothing found - no further action,,FALSE
52.500471,-1.939722,Person search,2018-03-29T11:35:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.456268,-1.963931,Person search,2018-03-29T11:44:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.456268,-1.963931,Person search,2018-03-29T11:44:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
